Year,Location,LocYr,Block,Row,Range,Plot,Line,Entry,RhizoShootDryWt,HeadingDate,MaturityDate,GrainFill,PlantHeight,TillerNumber,Biomass,HarvestIndex,Yield,TestWeight,Plump,Protein,GrainMoisture
2022,BZ,BZ22,1,11,1,111,09N2-38,158,3.518,182,217,35,29.13385827,801.3436293,1317.503202,0.543112701,6029.05,53.7,91.2,11.5,
2022,BZ,BZ22,1,12,1,112,Odyssey,237,2.352,187,218,31,24.40944882,1108.647843,1375.628344,0.570065789,6578.24,53.2,90.6,11.24,
2022,BZ,BZ22,1,12,2,113,2MS14_3336-002,219,3.335,182,213,31,26.77165354,857.6866291,1304.586504,0.495847751,6285.87,52.6,89.4,12.23,
2022,BZ,BZ22,1,11,2,114,09MT-37,145,3.518,182,217,35,27.75590551,1023.783761,1438.059051,0.517549669,6232.82,55.1,90.3,10.58,
2022,BZ,BZ22,1,10,2,115,2MS14_3346-002,233,3.185,187,216,29,29.33070866,754.223282,1300.280938,0.477030162,5502.3,53.2,83.2,12.53,
2022,BZ,BZ22,1,9,2,116,08AB-01,65,2.135,190,217,27,28.54330709,753.8536375,1425.142353,0.486901763,6084.18,49.2,77.5,12.38,
2022,BZ,BZ22,1,8,2,117,2MS14_3316-005,208,3.035,187,216,29,27.55905512,848.5975857,1482.5499,0.457239057,6285.36,54.8,91.4,12.27,
2022,BZ,BZ22,1,7,2,118,Hockett,234,2.835,186,213,27,31.88976378,944.4119753,1356.970891,0.479120879,5907.28,54.8,89.6,11.65,
2022,BZ,BZ22,1,6,2,119,Merit57,236,2.068,187,217,30,28.34645669,555.5188247,969.4699489,0.444731978,5473.17,52,74,12.03,
2022,BZ,BZ22,1,5,2,120,09N2-64,167,2.802,186,214,28,34.2519685,697.1861574,1404.332117,0.511489362,6701.06,54.3,94.4,11.19,
2022,BZ,BZ22,1,4,2,121,08N2-90,117,2.652,182,222,40,26.37795276,756.3832198,1184.030656,0.561670762,5505.02,53.9,96.1,11.71,
2022,BZ,BZ22,1,3,2,122,07N2-47,57,2.502,179,217,38,29.92125984,852.678793,1384.95707,0.551492537,6374.76,53.2,92.9,12.36,
2022,BZ,BZ22,1,2,2,123,09WA-39,183,2.552,184,218,34,28.93700787,784.4154868,1287.36424,0.526164875,5650.16,55.3,90.2,13.44,
2022,BZ,BZ22,1,1,2,124,08N2-47,100,2.568,179,212,33,24.21259843,991.7648626,1198.382542,0.521724138,4721.54,51.9,80.6,11.73,
2022,BZ,BZ22,2,13,1,201,07AB-91,35,2.618,187,213,26,28.1496063,1463.73531,1336.878249,0.490145985,6965.88,54.1,79.3,11.88,
2022,BZ,BZ22,2,14,1,202,2MS14_3342-018,230,2.685,186,213,27,28.34645669,1337.43337,1288.799429,0.63509434,4889.5,54.1,83.3,12.41,
2022,BZ,BZ22,2,15,1,203,2MS14_3340-022,224,3.352,186,212,26,33.66141732,712.0697103,1137.387024,0.454483926,5769.45,55,95.2,11.99,
2022,BZ,BZ22,2,16,1,204,09N2-39,159,2.452,180,217,37,27.55905512,986.4231151,1127.340703,0.554,5365.8,56.1,90.8,11.14,
2022,BZ,BZ22,2,17,1,205,09N2-48,160,2.235,180,217,37,25,876.7892232,1133.081458,0.519047619,5567.3,54.8,91.7,11.57,
2022,BZ,BZ22,2,18,1,206,08AB-24,76,2.785,187,217,30,29.92125984,855.3189641,1377.063532,0.548571429,5166.67,53,89.3,12.46,
2022,BZ,BZ22,2,19,1,207,06WA-38,21,3.002,187,216,29,27.36220472,1049.230224,1283.058674,1.188317757,5383.8,55.4,89.2,12.63,
2022,BZ,BZ22,2,20,1,208,2MS14_3317-016,212,3.652,185,220,35,28.54330709,1148.350826,1649.031786,0.624791086,5717.68,56,93.7,11.38,
2022,BZ,BZ22,2,21,1,209,Hockett,234,3.118,183,210,27,29.92125984,1187.762146,1484.702683,0.4715,5845.53,54.7,89.9,11.92,
2022,BZ,BZ22,2,22,1,210,09MT-93,151,3.552,182,211,29,27.75590551,1279.225974,1475.373956,0.999229287,5109.92,54.6,88.2,10.75,
2022,BZ,BZ22,2,23,1,211,Lavina,235,2.668,185,210,25,29.52755906,1091.750542,1166.808392,1.761988304,5864.04,50.5,54.3,11.99,
2022,BZ,BZ22,2,24,1,212,07AB-51,25,2.885,186,215,29,29.52755906,807.2936288,1130.21108,0.482380952,5551.15,53.6,88.7,11.87,
2022,BZ,BZ22,2,24,2,213,2MS14_3336-016,220,3.235,181,214,33,23.81889764,901.2856728,1121.599948,0.568303571,5065.72,54.5,90.3,11.85,
2022,BZ,BZ22,2,23,2,214,2MS14_3310-012,199,2.852,183,212,29,28.1496063,918.6376707,1252.919712,0.545010183,5356.94,51.9,91.6,12.85,
2022,BZ,BZ22,2,22,2,215,08N2-93,118,3.668,181,218,37,27.75590551,859.4120949,1371.322778,0.556675749,5637.65,53.7,96.4,11.41,
2022,BZ,BZ22,2,21,2,216,09AB-51,139,2.435,189,218,29,28.93700787,1080.279947,1370.605183,0.485385878,5421.3,53.2,85.1,12.9,
2022,BZ,BZ22,2,20,2,217,Merit57,236,2.768,187,215,28,28.34645669,1180.584581,1492.59622,0.433050847,5101.72,51.3,70.8,11.82,
2022,BZ,BZ22,2,19,2,218,2MS14_3310-019,202,2.435,184,215,31,33.66141732,666.9924757,1044.09976,0.384766585,5191.53,54.5,92.1,12.8,
2022,BZ,BZ22,2,18,2,219,07AB-84,32,2.435,189,213,24,30.11811024,958.577705,1346.92457,0.402554745,5325.43,54.3,94.9,13.29,
2022,BZ,BZ22,2,17,2,220,Odyssey,237,2.485,189,218,29,23.81889764,1269.44956,1346.206976,0.501315789,5996.81,52.3,89,11.33,
2022,BZ,BZ22,2,16,2,221,07N2-45,55,3.785,181,216,35,25.78740157,957.6578894,1242.873391,0.50519263,5239.33,53.4,87.9,11.23,
2022,BZ,BZ22,2,15,2,222,09N2-68,171,3.235,182,217,35,29.92125984,844.777013,1184.74825,0.435826087,4937.2,52.9,95.8,12.17,
2022,BZ,BZ22,2,14,2,223,09N2-96,180,2.618,186,213,27,28.74015748,782.7919053,970.1875433,0.505134474,5474.32,51.1,78.3,11.77,
2022,BZ,BZ22,2,13,2,224,08N2-54,106,3.502,180,214,34,24.01574803,865.8294048,955.1180622,0.514447592,4340.7,52.1,83.3,12.01,
2022,BZ,BZ22,3,1,3,301,08N2-71,112,3.185,180,218,38,27.36220472,799.3724323,1008.937637,0.560171306,5492.66,54.1,93.3,11.59,
2022,BZ,BZ22,3,2,3,302,06N2-47,11,3.402,182,219,37,25.39370079,1063.334247,1213.452023,0.542268041,5593.95,54.9,85.1,12.45,
2022,BZ,BZ22,3,3,3,303,09WA-30,182,2.785,189,216,27,25.98425197,773.9538757,1059.886835,0.404868154,5213.59,51.5,88.4,12.9,
2022,BZ,BZ22,3,4,3,304,2MS14_3317-025,214,2.835,184,213,29,31.49606299,1033.841841,1290.234617,0.486538462,5847.96,55.1,84.2,12.6,
2022,BZ,BZ22,3,5,3,305,09MT-75,147,2.652,187,217,30,31.69291339,1047.790983,1693.522635,0.494388489,6149.54,54.5,85.9,11.43,
2022,BZ,BZ22,3,6,3,306,2MS14_3306-017,193,3.452,185,213,28,30.11811024,874.898569,1459.586881,0.451169591,5161.83,52.8,89.3,12.5,
2022,BZ,BZ22,3,7,3,307,2MS14_3324-018,216,3.418,185,214,29,28.1496063,767.2806559,970.9051376,0.524620061,5322.48,54.4,85.6,11.93,
2022,BZ,BZ22,3,8,3,308,09N2-61,164,3.835,186,211,25,33.07086614,775.9724006,1262.248438,0.417213115,5585.94,51.5,89.7,11.89,
2022,BZ,BZ22,3,9,3,309,Merit57,236,2.702,187,217,30,28.93700787,761.3248937,1201.970514,0.442610365,5866.45,52.1,74.5,12.72,
2022,BZ,BZ22,3,10,3,310,Odyssey,237,3.118,189,220,31,24.40944882,858.5355925,1138.822212,0.475831486,5752.99,51.8,85.1,11.55,
2022,BZ,BZ22,3,11,3,311,09AB-27,137,3.235,187,215,28,30.90551181,948.181317,1422.271975,0.473333333,5044.22,52.8,84.5,13.69,
2022,BZ,BZ22,3,12,3,312,2MS14_3340-013,223,2.635,187,216,29,31.88976378,745.6974333,1247.178957,0.467264574,5993.39,54.6,92,12.02,
2022,BZ,BZ22,3,12,4,313,06N2-14,5,2.768,182,213,31,28.54330709,762.4026467,1102.942496,0.4,5743.59,52.2,89.5,12.94,
2022,BZ,BZ22,3,11,4,314,08N2-70,111,2.418,182,216,34,26.96850394,880.2187268,1234.262259,0.489064976,5052.19,53.4,87.2,11.77,
2022,BZ,BZ22,3,10,4,315,08N2-69,110,2.785,181,215,34,27.55905512,694.732286,1063.474807,0.466331658,4547.88,52.6,88.6,12.03,
2022,BZ,BZ22,3,9,4,316,09MT-34,144,2.852,182,216,34,27.75590551,1235.224886,1350.512542,0.531707317,5879.28,52.8,91.1,11.01,
2022,BZ,BZ22,3,8,4,317,06N2-67,18,2.585,185,214,29,28.1496063,591.204424,830.2566476,0.47244582,4944.37,51.3,74.5,12.39,
2022,BZ,BZ22,3,7,4,318,07AB-59,28,2.685,187,215,28,27.95275591,709.4942189,1208.428863,0.461363636,5763.63,53.7,89,12.24,
2022,BZ,BZ22,3,6,4,319,08N2-78,114,3.085,179,215,36,24.40944882,1074.433383,1262.966033,0.514606742,4472.77,53.7,88.4,12.13,
2022,BZ,BZ22,3,5,4,320,08WA-11,122,3.918,187,216,29,27.55905512,1176.742588,1506.230513,0.49,6399.22,51.8,75.1,12.01,
2022,BZ,BZ22,3,4,4,321,07BA-94,38,3.002,189,214,25,27.95275591,803.4179,1001.761694,0.367418546,5057.12,53,76.3,12.6,
2022,BZ,BZ22,3,3,4,322,Lavina,235,3.318,185,212,27,33.07086614,1209.683344,1250.766929,0.371532847,6054.79,49,36.8,12.11,
2022,BZ,BZ22,3,2,4,323,09AB-29,138,3.002,187,215,28,27.75590551,787.143689,1217.757589,0.510646388,5720.62,51.7,79.5,12.76,
2022,BZ,BZ22,3,1,4,324,Hockett,234,3.018,185,212,27,30.51181102,1060.388516,1562.920465,0.468436578,5656.62,53.3,85.6,11.95,
2022,BZ,BZ22,4,13,3,401,08AB-17,73,3.218,189,217,28,29.52755906,749.8860819,1199.817731,0.430416667,5224.76,51.9,82,12.97,
2022,BZ,BZ22,4,14,3,402,2MS14_3317-014,211,2.785,187,220,33,28.93700787,933.7889505,1480.397117,0.514769231,5178.57,55.7,90.6,11.56,
2022,BZ,BZ22,4,15,3,403,06AB-08,1,2.268,186,216,30,27.55905512,904.945209,1439.49424,0.342982456,5330.88,52.8,79.6,12.15,
2022,BZ,BZ22,4,16,3,404,08N2-82,116,2.868,179,220,41,25.98425197,772.1343882,1098.63693,0.545381526,5181.66,54.9,97.5,12.34,
2022,BZ,BZ22,4,17,3,405,08AB-31,77,2.552,189,214,25,27.95275591,758.1436932,1330.4199,0.420220588,5624.65,54.9,94.4,13,
2022,BZ,BZ22,4,18,3,406,09N2-93,179,3.918,179,216,37,26.18110236,736.7940374,1157.479665,0.426283368,5476.78,54.8,93.6,12.3,
2022,BZ,BZ22,4,19,3,407,Lavina,235,3.202,185,211,26,30.70866142,1234.625598,1219.192778,0.426039783,5218.49,48.3,33.3,12.01,
2022,BZ,BZ22,4,20,3,408,2MS14_3310-017,200,2.635,185,215,30,33.46456693,707.4396999,1363.42924,0.533962264,5381.44,51.4,92.1,12.32,
2022,BZ,BZ22,4,21,3,409,2MS14_3312-012,203,2.952,183,217,34,27.36220472,673.6888938,1024.007119,0.533082707,5337.62,54.1,86.8,11.75,
2022,BZ,BZ22,4,22,3,410,2MS14_3316-020,209,2.435,185,217,32,26.18110236,647.3418512,1252.919712,0.421,5963.33,54.2,88.8,13.04,
2022,BZ,BZ22,4,23,3,411,07N2-01,40,2.918,181,211,30,25,1137.659429,1344.771787,0.313665944,4234.23,53.3,92.3,13.08,
2022,BZ,BZ22,4,24,3,412,08WA-46,132,2.952,185,212,27,29.72440945,796.253716,1242.155797,0.521794872,5857.38,51.4,86.9,12.01,
2022,BZ,BZ22,4,24,4,413,07AB-81,31,3.635,187,212,25,28.74015748,951.9804776,1098.63693,0.540046838,5335.48,52.5,85.7,11.81,
2022,BZ,BZ22,4,23,4,414,Odyssey,237,2.985,191,218,27,26.18110236,942.33311,1378.498721,0.52265625,6663.13,53.5,91.5,11.05,
2022,BZ,BZ22,4,22,4,415,08AB-47,80,2.968,189,218,29,26.57480315,788.521777,1280.188297,0.530072464,5839.37,51.3,86.2,11.44,
2022,BZ,BZ22,4,21,4,416,2MS14_3310-018,201,2.968,185,213,28,25.19685039,816.4115529,1067.780373,0.409657948,4523.54,49.4,70.9,11.46,
2022,BZ,BZ22,4,20,4,417,Merit57,236,2.502,187,215,28,27.55905512,882.9442431,1119.447165,0.353802817,4885.03,51.3,68,11.85,
2022,BZ,BZ22,4,19,4,418,2MS14_3305-002,190,1.968,189,214,25,29.33070866,748.3555485,1189.053816,0.551515152,4437.56,53.5,88.3,12.5,
2022,BZ,BZ22,4,18,4,419,08MT-11,83,2.918,189,215,26,24.80314961,829.3363615,1300.280938,0.518451025,6018.65,55.5,95.9,12.68,
2022,BZ,BZ22,4,17,4,420,07N2-56,58,3.135,177,215,38,24.40944882,1116.837731,1228.521505,0.621678322,4619.13,55.6,92.2,13.27,
2022,BZ,BZ22,4,16,4,421,2MS14_3315-015,207,2.735,188,216,28,31.2992126,1007.059754,1412.225655,0.530016584,5426,52.2,67.5,11.37,
2022,BZ,BZ22,4,15,4,422,Hockett,234,2.968,187,212,25,29.52755906,959.8245377,1105.095279,0.445070423,4584.12,52.7,76.1,12.11,
2022,BZ,BZ22,4,14,4,423,06N2-54,15,2.885,178,215,37,24.01574803,825.5349975,982.386647,0.509663866,4435,53.3,90.1,11.82,
2022,BZ,BZ22,4,13,4,424,07AB-93,37,2.702,187,211,24,30.90551181,709.2325383,1339.031032,0.333898305,5812.1,54.7,88.4,13.54,
2022,BZ,BZ22,5,1,5,501,08N2-66,108,3.452,189,217,28,31.1023622,883.40084,1251.484523,0.46,5323.5,53.8,85.8,12.79,
2022,BZ,BZ22,5,2,5,502,07N2-25,48,3.552,181,216,35,29.52755906,942.4898815,1371.322778,0.514776632,,55.4,94.1,13.03,
2022,BZ,BZ22,5,3,5,503,Lavina,235,2.485,184,212,28,34.64566929,1030.608986,958.7060339,0.4665,5657.82,49.7,34.5,12.31,
2022,BZ,BZ22,5,4,5,504,2MS14_3317-018,213,3.252,184,217,33,32.48031496,616.5239344,890.5345719,0.498974359,6132.09,55.2,85.1,11.55,
2022,BZ,BZ22,5,5,5,505,Merit57,236,2.868,187,216,29,30.90551181,1082.358869,1468.915607,0.365964912,5799.19,51.1,69.9,12.39,
2022,BZ,BZ22,5,6,5,506,08AB-05,67,2.718,190,220,30,30.90551181,748.2866246,1242.155797,0.350843373,4048.02,52.7,71.3,13.37,
2022,BZ,BZ22,5,7,5,507,Odyssey,237,2.835,191,219,28,23.03149606,815.7350394,1092.178581,0.483540802,5051.01,52.7,85.8,11.48,
2022,BZ,BZ22,5,8,5,508,07WA-45,64,2.968,187,213,26,27.75590551,754.7256716,1201.970514,0.426976744,5829.4,51.1,80.3,12.93,
2022,BZ,BZ22,5,9,5,509,Hockett,234,3.868,185,212,27,29.52755906,745.3991106,1041.229383,0.484563758,5154.26,53.1,78.7,12.17,
2022,BZ,BZ22,5,10,5,510,09MT-62,146,3.168,189,217,28,31.69291339,714.456469,1049.12292,0.441935484,5552.5,53.4,85.2,11.01,
2022,BZ,BZ22,5,11,5,511,2MS14_3309-029,197,3.368,189,217,28,27.75590551,944.1723133,1346.206976,0.431221719,5301.29,53.9,81.7,12.52,
2022,BZ,BZ22,5,12,5,512,09N2-63,166,3.385,184,214,30,29.13385827,843.4995249,1237.132637,0.360454545,5572.26,53.9,89.9,10.85,
2022,BZ,BZ22,5,12,6,513,09N2-16,152,3.952,185,214,29,31.88976378,708.6500359,1017.54877,0.535,5099.01,55.4,83.2,12.47,
2022,BZ,BZ22,5,11,6,514,06N2-02,4,3.335,179,219,40,21.45669291,742.3763737,1029.747873,0.429302326,3911.21,54.2,84,13.55,
2022,BZ,BZ22,5,10,6,515,08N2-36,98,3.268,181,216,35,25.39370079,829.0751539,1079.979477,0.572929293,5170.87,54.1,83.3,11.73,
2022,BZ,BZ22,5,9,6,516,07N2-28,49,2.718,182,217,35,22.63779528,888.7918428,914.9327794,0.470285714,4950.36,55.1,93.1,13.48,
2022,BZ,BZ22,5,8,6,517,07WA-17,63,2.402,185,216,31,23.81889764,822.2326382,1278.035514,0.488951049,5788.84,56.2,92.8,13.54,
2022,BZ,BZ22,5,7,6,518,09N2-69,172,3.435,184,217,33,32.08661417,1095.112392,1738.731078,0.476906077,5992.62,53.6,92.4,11.59,
2022,BZ,BZ22,5,6,6,519,08MT-73,88,2.218,189,216,27,29.13385827,650.0649328,1187.618627,0.462315789,4952.05,54.5,78.9,12.8,
2022,BZ,BZ22,5,5,6,520,08WA-20,125,2.368,186,216,30,26.18110236,1001.921546,1217.039995,0.492978208,6657.89,53.2,76.5,12.48,
2022,BZ,BZ22,5,4,6,521,2MS14_3345-013,232,3.218,182,216,34,25.98425197,686.0255915,984.53943,0.537853107,5537.75,54.7,78.9,12.25,
2022,BZ,BZ22,5,3,6,522,08WA-23,127,3.435,187,214,27,28.1496063,901.3018402,1168.961175,0.384579439,5775.64,51.7,73.8,11.83,
2022,BZ,BZ22,5,2,6,523,07WA-12,62,3.035,187,215,28,30.31496063,968.3531074,1407.202494,0.438653001,6136.42,54.2,87.2,13.23,
2022,BZ,BZ22,6,13,5,601,2MS14_3340-004,222,3.218,187,214,27,33.07086614,556.1650689,1058.451647,0.452545156,5445.97,54,88.8,13.03,
2022,BZ,BZ22,6,14,5,602,07N2-46,56,3.202,180,216,36,26.37795276,605.4863353,919.2383454,0.438922156,4634.66,53.5,82.6,11.83,
2022,BZ,BZ22,6,15,5,603,Merit57,236,2.352,187,216,29,28.93700787,1058.823412,1292.3874,0.331566265,4845.5,48.6,66.4,11.68,
2022,BZ,BZ22,6,16,5,604,2MS14_3315-005,206,2.768,187,214,27,28.54330709,612.7151645,990.2801847,0.42909699,4405.09,51.4,70.3,12.98,
2022,BZ,BZ22,6,17,5,605,09MT-22,143,3.052,183,213,30,26.37795276,1278.9864,1322.526363,0.453909465,4956.09,51.8,80.9,10.71,
2022,BZ,BZ22,6,18,5,606,08N2-64,107,3.235,183,218,35,28.34645669,656.6863296,1057.734052,0.498004435,4932.83,54.9,93.5,11.63,
2022,BZ,BZ22,6,19,5,607,2MS14_3301-001,184,2.502,192,220,28,24.80314961,1106.063599,1092.896175,0.62313253,5443.15,53.1,94.8,11.18,
2022,BZ,BZ22,6,20,5,608,09N2-83,174,3.235,182,218,36,29.13385827,800.0505723,1293.104995,0.307338129,5623.7,55.4,85.5,11.92,
2022,BZ,BZ22,6,21,5,609,08WA-02,120,3.485,187,218,31,27.36220472,768.0636975,1108.68325,0.863253012,5203.73,53.7,87.6,13.06,
2022,BZ,BZ22,6,22,5,610,2MS14_3308-020,195,4.018,185,212,27,31.69291339,666.9756491,1148.150939,0.262655602,5390.88,54.6,87.8,12.11,
2022,BZ,BZ22,6,23,5,611,08WA-32,130,2.302,190,210,20,26.37795276,864.9122329,980.233864,0.595882353,4481.65,52.9,81.1,12.59,
2022,BZ,BZ22,6,24,5,612,07N2-43,54,4.535,177,206,29,26.18110236,839.0286198,1474.656362,0.27,4144.82,51.9,84.5,13.13,
2022,BZ,BZ22,6,24,6,613,08AB-13,71,3.668,188,216,28,31.88976378,761.6290774,1237.132637,0.495174709,4297.08,52.9,68.6,12.46,
2022,BZ,BZ22,6,23,6,614,09N2-90,177,2.268,187,216,29,25.39370079,597.4373495,1003.196883,0.654094293,5490.23,51.8,85.6,12.15,
2022,BZ,BZ22,6,22,6,615,08N2-34,97,3.385,180,217,37,27.95275591,872.443641,1105.095279,0.444298246,5556.89,53.9,91,11.62,
2022,BZ,BZ22,6,21,6,616,Odyssey,237,3.202,189,219,30,25.59055118,862.5962324,995.3033451,0.812,6503.41,53.7,90.4,11.11,
2022,BZ,BZ22,6,20,6,617,Hockett,234,3.335,185,210,25,27.55905512,660.7387854,1145.280561,0.239615385,5050.61,54,83.9,11.6,
2022,BZ,BZ22,6,19,6,618,06N2-53,14,2.252,178,216,38,26.57480315,760.649997,1064.909996,0.538888889,4724.17,54.5,94.4,11.83,
2022,BZ,BZ22,6,18,6,619,08N2-52,104,3.652,179,213,34,24.80314961,839.8254613,1026.877496,0.566171004,4430.74,54.4,80.5,11.65,
2022,BZ,BZ22,6,17,6,620,08N2-48,101,3.368,180,212,32,24.40944882,870.1138873,823.0807042,0.616,4747.51,50,77.4,11.73,
2022,BZ,BZ22,6,16,6,621,Lavina,235,1.818,185,210,25,30.31496063,815.2219891,1022.57193,0.439514731,6181.66,49.8,44.4,12.27,
2022,BZ,BZ22,6,15,6,622,07N2-36,51,4.552,176,206,30,23.42519685,825.541366,862.5483928,0.457425743,2969.26,53.3,82.5,15.19,
2022,BZ,BZ22,6,14,6,623,2MS14_3314-015,205,1.902,185,217,32,27.16535433,755.1826115,1110.118439,0.504761905,5884.87,54.1,90,13.12,
2022,BZ,BZ22,7,1,7,701,08AB-22,74,2.752,187,217,30,32.67716535,724.888695,1372.757966,0.342574257,6576.55,55.9,91.9,13.19,
2022,BZ,BZ22,7,2,7,702,Hockett,234,3.118,185,212,27,31.1023622,641.9565211,910.6272133,0.21305483,4493.32,52.8,77.2,11.91,
2022,BZ,BZ22,7,3,7,703,Odyssey,237,2.885,190,217,27,24.60629921,1090.619669,1176.854712,0.503448276,5567.42,52.7,83.3,11.2,
2022,BZ,BZ22,7,4,7,704,09N2-29,155,3.252,182,217,35,28.54330709,934.4114615,1123.752731,0.513347921,5860.36,53.6,84.6,11.35,
2022,BZ,BZ22,7,5,7,705,07N2-68,60,3.285,182,220,38,26.57480315,1014.700934,1211.29924,0.506806283,5531.78,54,85.9,11.61,
2022,BZ,BZ22,7,6,7,706,2MS14_3307-008,194,2.352,187,210,23,27.16535433,414.6903117,751.3212706,0.333116883,4375.16,53.3,76.6,13.24,
2022,BZ,BZ22,7,7,7,707,06AB-32,2,2.068,187,217,30,27.36220472,886.8960456,1192.641788,0.502152642,5741.83,55.4,86.4,13.14,
2022,BZ,BZ22,7,8,7,708,08WA-24,128,2.468,189,217,28,29.72440945,852.8705664,1262.248438,0.343693694,5941.67,54.2,86.3,12.5,
2022,BZ,BZ22,7,9,7,709,09N2-62,165,3.152,181,221,40,31.2992126,873.8091039,1135.951835,0.464957265,5998.05,54.2,95.9,11.45,
2022,BZ,BZ22,7,10,7,710,08N2-18,91,3.352,181,215,34,27.16535433,804.9870756,1252.202118,0.456190476,5163.32,52.9,90.3,13.26,
2022,BZ,BZ22,7,11,7,711,07N2-41,53,3.302,177,206,29,29.52755906,702.5366195,1071.368345,0.485245902,4667.23,53.3,83.3,13.96,
2022,BZ,BZ22,7,12,7,712,08N2-27,96,3.435,182,221,39,25.98425197,618.7108455,1100.789713,0.535362998,5921.66,53.4,94.4,10.9,
2022,BZ,BZ22,7,12,8,713,2MS14_3337-013,221,2.952,184,220,36,25.78740157,959.6580001,1811.9257,0.409331652,6716.43,53.1,90.8,12.29,
2022,BZ,BZ22,7,11,8,714,07N2-29,50,3.035,181,219,38,22.44094488,878.1707744,1071.368345,0.554508197,4560.93,54.6,95,12.96,
2022,BZ,BZ22,7,10,8,715,08N2-49,102,3.002,180,218,38,26.37795276,885.3017772,1313.197636,0.463670412,5218.55,53.8,90.3,11.72,
2022,BZ,BZ22,7,9,8,716,Lavina,235,2.335,186,212,26,30.11811024,1035.028632,984.53943,0.447692308,5553.28,47.2,25.8,12.77,
2022,BZ,BZ22,7,8,8,717,07N2-83,61,3.652,182,220,38,26.77165354,744.0504249,1105.812873,0.435266821,4564.88,55.5,93.1,12.7,
2022,BZ,BZ22,7,7,8,718,08MT-36,86,2.418,187,215,28,27.75590551,847.6583103,1123.752731,0.369827586,5313.26,51.3,72,12.43,
2022,BZ,BZ22,7,6,8,719,08MT-03,82,2.752,184,212,28,29.13385827,633.2770022,1266.554004,0.5225,5859.37,55,91.7,12.73,
2022,BZ,BZ22,7,5,8,720,08N2-22,94,3.168,181,217,36,27.36220472,943.2101942,1121.599948,0.53857404,5924.04,54.4,82.3,10.84,
2022,BZ,BZ22,7,4,8,721,08WA-34,131,2.002,186,216,30,33.46456693,746.7466067,1194.794571,0.474166667,7029.08,52.8,88.8,12.49,
2022,BZ,BZ22,7,3,8,722,Merit57,236,3.202,186,216,30,30.70866142,560.7876959,1134.516646,0.366159696,5393.9,50.7,66.9,12.32,
2022,BZ,BZ22,7,2,8,723,08WA-15,123,2.752,179,219,40,26.96850394,515.0079452,890.5345719,0.382168675,5770.76,53.8,87.7,11.44,
2022,BZ,BZ22,8,13,7,801,Hockett,234,2.902,185,211,26,29.13385827,1166.363993,1148.868533,0.354314721,5073.74,52.5,78,12.18,
2022,BZ,BZ22,8,14,7,802,2MS14_3342-022,231,2.285,183,217,34,29.52755906,714.5683365,1248.614146,0.49186747,5493.69,53.8,91.6,12.37,
2022,BZ,BZ22,8,15,7,803,2MS14_3318-006,215,2.185,187,217,30,28.93700787,776.0200919,1044.09976,0.467567568,6012.24,54.6,91.9,12.43,
2022,BZ,BZ22,8,16,7,804,08N2-20,92,3.002,180,217,37,24.01574803,806.0272859,913.4975907,0.476960784,5359.35,53.1,94.3,11.04,
2022,BZ,BZ22,8,17,7,805,06N2-56,16,2.452,181,219,38,25.39370079,822.602308,1039.0766,0.565833333,5400.29,53.8,90.1,11.77,
2022,BZ,BZ22,8,18,7,806,08AB-08,69,2.202,185,217,32,27.95275591,861.5127926,1160.350043,0.46774942,4299.19,48.9,65.8,11.82,
2022,BZ,BZ22,8,19,7,807,08MT-79,89,2.952,187,217,30,26.57480315,1139.637108,1344.771787,0.465254237,5474.72,54.5,85.8,11.64,
2022,BZ,BZ22,8,20,7,808,07N2-16,42,2.752,182,219,37,25.59055118,790.8384484,1079.261882,0.490517241,5189.82,54.2,85.6,12.32,
2022,BZ,BZ22,8,21,7,809,Lavina,235,3.202,185,211,26,30.90551181,982.9260308,1120.16476,0.428145695,5630.14,50.9,40.7,12.06,
2022,BZ,BZ22,8,22,7,810,06N2-23,7,3.018,180,221,41,31.49606299,936.2792679,1265.118816,0.524548736,6479.93,56.7,97.8,11.37,
2022,BZ,BZ22,8,23,7,811,Odyssey,237,2.352,190,219,29,25,1203.023183,1354.100513,0.515702479,5862.26,53.4,88.7,10.55,
2022,BZ,BZ22,8,24,7,812,Merit57,236,2.435,187,216,29,28.34645669,932.9493858,1453.846126,0.477005348,5118.89,52.3,75.4,11.44,
2022,BZ,BZ22,8,24,8,813,2MS14_3317-006,210,2.835,185,217,32,27.95275591,703.4655363,1018.266364,,5669.23,56.9,92.3,11.03,
2022,BZ,BZ22,8,23,8,814,09N2-66,169,2.268,189,215,26,31.69291339,368.3650929,1073.521128,,5576.68,54.4,96.9,12.86,
2022,BZ,BZ22,8,22,8,815,2MS14_3301-021,186,4.002,182,220,38,19.48818898,855.1054376,919.2383454,0.577101968,4764,55.9,85.8,11.12,
2022,BZ,BZ22,8,21,8,816,09N2-67,170,2.568,189,214,25,33.07086614,684.37612,1041.229383,0.435680751,6059.1,53.3,93,12.43,
2022,BZ,BZ22,8,20,8,817,08WA-04,121,3.602,187,215,28,26.77165354,854.6920303,1209.864052,0.473469388,6400.2,54.5,87,11.79,
2022,BZ,BZ22,8,19,8,818,08AB-09,70,1.968,187,217,30,28.1496063,687.4417386,933.5902321,0.50023753,4691.82,52.5,66.9,11.56,
