Year,Location,LocYr,Block,Row,Range,Plot,Line,Entry,RhizoShootDryWt,HeadingDate,MaturityDate,GrainFill,PlantHeight,TillerNumber,Biomass,HarvestIndex,Yield,TestWeight,Plump,Protein,GrainMoisture
2021,BZ,BZ21,1,1,1,101,08N2-90,117,2.158333333,178,216,38,20.86614173,645.8349031,1522.806942,0.370859055,3308.063787,48.3,99.33142311,12.4,
2021,BZ,BZ21,1,2,1,102,08N2-42,99,1.855714286,175,211,36,22.24409449,559.7235827,1135.306,0.434865053,4125.280412,46.3,97.10663199,11,
2021,BZ,BZ21,1,3,1,103,Merit57,236,1.66,179,211,32,23.22834646,631.4830163,1037.71317,0.41006846,4223.902828,47.1,87.97110553,12.2,
2021,BZ,BZ21,1,4,1,104,07N2-23,47,2.472,176,209,33,22.83464567,767.8259403,1499.843923,0.269365102,3868.643514,49.9,98.43930636,12.4,
2021,BZ,BZ21,1,5,1,105,08WA-32,130,2.373333333,181,207,26,25,660.1867898,1175.491283,0.334533911,4250.028061,48.3,92.76214043,12.9,
2021,BZ,BZ21,1,6,1,106,2MS14_3317-014,211,2.07,180,211,31,25.19685039,595.6032995,1072.157699,0.446422596,4230.52024,49.7,96.95785654,11.2,
2021,BZ,BZ21,1,7,1,107,07N2-47,57,2.638571429,173,210,37,21.8503937,495.1400924,1065.69935,0.39929971,3622.209717,49.2,97.53551754,13,
2021,BZ,BZ21,1,8,1,108,2MS14_3337-013,221,2.453333333,179,211,32,24.60629921,552.5476393,1186.255198,0.307301434,4653.52982,49.2,96.71884407,12,
2021,BZ,BZ21,1,9,1,109,08N2-78,114,2.42625,174,211,37,22.24409449,681.7146199,1298.917509,0.330368488,3651.11488,48.1,98.36877367,11.7,
2021,BZ,BZ21,1,10,1,110,2MS14_3301-021,186,2.105,176,209,33,18.50393701,696.0665066,1143.199538,0.449438202,4649.492233,48.6,97.16705607,11.4,
2021,BZ,BZ21,1,11,1,111,Lavina,235,1.227777778,178,201,23,24.80314961,681.7146199,1308.246235,0.374088092,4636.47304,47.2,78.04136253,12.7,
2021,BZ,BZ21,1,12,1,112,08N2-66,108,1.697142857,181,212,31,22.63779528,746.2981102,1512.043027,0.433771534,4133.587923,48.3,94.66019417,12.4,
2021,BZ,BZ21,1,12,2,113,2MS14_3304-022,189,1.513333333,180,209,29,20.66929134,645.8349031,1313.269396,0.437134583,4478.05319,51.6,96.21424565,13.5,
2021,BZ,BZ21,1,11,2,114,07N2-28,49,1.125,179,209,30,20.47244094,638.6589597,1109.831401,0.460364671,3730.943753,49.4,98.58852409,13.5,
2021,BZ,BZ21,1,10,2,115,Odyssey,237,1.094285714,183,211,28,20.66929134,703.24245,1224.861773,0.452281915,4115.944278,49.1,97.64204545,12.3,
2021,BZ,BZ21,1,9,2,116,Hockett,234,1.403333333,181,208,27,23.62204724,631.4830163,1181.949632,0.278064477,4442.995756,50.4,95.21492295,12.5,
2021,BZ,BZ21,1,8,2,117,09N2-62,165,1.667142857,177,209,32,24.80314961,595.6032995,1307.456882,0.425356751,4141.725055,48.6,98.82766706,11.3,
2021,BZ,BZ21,1,7,2,118,09N2-90,177,1.482857143,181,211,30,23.81889764,574.0754694,1222.421953,0.368065747,4351.148282,47.4,96.08794051,12.6,
2021,BZ,BZ21,1,6,2,119,09AB-51,139,1.698571429,181,214,33,20.66929134,502.3160357,1255.144254,0.401920988,3711.620829,48.5,95.68345324,13.2,
2021,BZ,BZ21,1,5,2,120,07N2-56,58,2.155,173,209,36,17.71653543,796.5297138,1198.597821,0.321499132,3593.726297,49,98.55570839,13.9,
2021,BZ,BZ21,1,4,2,121,06N2-56,16,1.698333333,175,209,34,24.21259843,653.0108464,1226.799278,0.411792232,3598.527474,48.1,97.62831858,12,
2021,BZ,BZ21,1,3,2,122,08AB-24,76,2.041666667,180,209,29,20.47244094,480.7882056,1155.398642,0.414259984,4035.532286,47.6,93.97734049,13.1,
2021,BZ,BZ21,1,2,2,123,09N2-31,156,1.598571429,179,218,39,23.42519685,602.7792429,1151.73891,0.441121495,3813.848594,50.2,98.54159761,11.7,
2021,BZ,BZ21,1,1,2,124,07N2-43,54,2.44,174,209,35,20.07874016,703.24245,1333.362037,0.388568968,3271.077451,47.6,96.27826087,13.3,
2021,BZ,BZ21,2,13,1,201,Odyssey,237,1.676666667,180,211,31,22.24409449,609.9551862,1293.176754,0.381221908,4854.018253,48.5,97.54791432,11.3,
2021,BZ,BZ21,2,14,1,202,07N2-45,55,2.982857143,176,209,33,21.25984252,552.5476393,1357.760245,0.410654828,4012.227988,48,98.06085919,11.6,
2021,BZ,BZ21,2,15,1,203,Lavina,235,1.372857143,178,204,26,25.98425197,789.3537704,1285.211457,0.390284757,4551.410024,47.7,77.91044776,12.6,
2021,BZ,BZ21,2,16,1,204,2MS14_3314-015,205,1.898333333,178,211,33,23.03149606,703.24245,1341.973169,0.418159457,4318.750444,49.7,97.12931996,12,
2021,BZ,BZ21,2,17,1,205,08N2-69,110,1.905,177,217,40,25.39370079,538.1957526,1227.87567,0.435976857,3854.098391,49.5,98.95318407,12,
2021,BZ,BZ21,2,18,1,206,2MS14_3335-007,218,1.936666667,180,214,34,24.40944882,559.7235827,1326.903688,0.452111838,5326.305043,50,94.60976979,10.2,
2021,BZ,BZ21,2,19,1,207,2MS14_3328-025,217,2.988,175,207,32,22.83464567,832.4094306,1734.497271,0.457573125,3199.362277,49.4,96.58536585,13.1,
2021,BZ,BZ21,2,20,1,208,09MT-76,148,1.694285714,181,214,33,24.40944882,624.307073,1430.954867,0.442806279,4743.944291,50.5,97.28021978,10.9,
2021,BZ,BZ21,2,21,1,209,08N2-71,112,1.975714286,175,214,39,22.04724409,595.6032995,1217.111755,0.418607393,4342.755962,47.9,98.2832618,10.7,
2021,BZ,BZ21,2,22,1,210,08AB-48,81,2.056666667,180,212,32,22.44094488,645.8349031,1374.264914,0.421910083,4647.486929,49,84.17411358,11.7,
2021,BZ,BZ21,2,23,1,211,09AB-59,141,1.864285714,181,211,30,22.24409449,731.9462235,1172.620906,0.619301144,4620.275933,50.8,92.60905807,12,
2021,BZ,BZ21,2,24,1,212,08AB-34,78,1.538,180,211,31,20.86614173,782.1778271,1511.325433,0.466739471,4733.112121,48.5,96.33583381,12.8,
2021,BZ,BZ21,2,24,2,213,08N2-36,98,1.431428571,176,211,35,22.04724409,602.7792429,1146.069915,0.447060297,4377.048543,49.4,97.63333333,11.5,
2021,BZ,BZ21,2,23,2,214,07N2-25,48,1.43,178,214,36,22.83464567,681.7146199,1448.177131,0.458847431,3864.939055,50.6,98.00635654,13.7,
2021,BZ,BZ21,2,22,2,215,2MS14_3310-018,201,1.566666667,179,214,35,22.44094488,645.8349031,1271.648924,0.286665538,4256.476616,49.5,92.21611722,11.8,
2021,BZ,BZ21,2,21,2,216,07AB-55,26,1.424285714,185,214,29,23.22834646,574.0754694,1212.088594,0.449351726,5381.95,51.9,92.31191653,13.1,
2021,BZ,BZ21,2,20,2,217,08N2-95,119,2.176666667,183,207,24,22.04724409,602.7792429,1322.598122,0.442732353,4512.450545,49.5,96.0591133,13,
2021,BZ,BZ21,2,19,2,218,08MT-73,88,1.591666667,185,209,24,22.24409449,674.5386765,1162.574585,0.359237084,4869.073859,50.3,95.30749053,,
2021,BZ,BZ21,2,18,2,219,Hockett,234,1.515,181,209,28,22.04724409,559.7235827,1183.384821,0.393547996,4504.196879,51,96.21235641,12.2,
2021,BZ,BZ21,2,17,2,220,09N2-60,163,1.6,178,208,30,22.83464567,394.6768852,1116.648547,0.315532421,3931.69833,48,93.82916531,13.5,
2021,BZ,BZ21,2,16,2,221,09N2-48,160,1.331666667,176,212,36,22.04724409,581.2514128,1265.908169,0.41777677,4425.734175,51.8,98.18283478,12.3,
2021,BZ,BZ21,2,15,2,222,08N2-23,95,1.68625,181,214,33,21.8503937,523.8438658,1214.958972,0.447699486,4718.371874,49.2,98.15932408,10.4,
2021,BZ,BZ21,2,14,2,223,Merit57,236,1.28625,181,215,34,18.8976378,581.2514128,1438.13081,0.446085525,4212.636205,48.6,92.96066253,12.4,
2021,BZ,BZ21,2,13,2,224,2MS14_3302-011,187,2.273333333,179,209,30,19.88188976,487.964149,1053.500246,0.396430761,3861.024909,50.2,98.15781394,13.1,
2021,BZ,BZ21,3,1,3,301,Hockett,234,1.253333333,180,209,29,19.48818898,559.7235827,1040.583548,0.463416316,4498.936886,50.9,96.15701345,11.7,
2021,BZ,BZ21,3,2,3,302,07N2-83,61,1.465,176,209,33,21.65354331,552.5476393,1210.653406,0.434473357,3355.297581,49,97.95419847,12.5,
2021,BZ,BZ21,3,3,3,303,09N2-37,157,1.721666667,176,212,36,21.25984252,660.1867898,1266.841042,0.477512179,3832.949693,50.5,98.08477237,12.2,
2021,BZ,BZ21,3,4,3,304,2MS14_3306-017,193,1.472857143,180,209,29,22.83464567,617.1311296,1360.200065,0.45106832,4802.749667,48.4,98.0913823,11.9,
2021,BZ,BZ21,3,5,3,305,09MT-88,149,1.996666667,181,214,33,23.22834646,545.3716959,998.2454818,0.569333621,4448.16612,50.3,97.02831511,11.1,
2021,BZ,BZ21,3,6,3,306,08AB-05,67,1.846666667,184,215,31,21.65354331,696.0665066,1329.630547,0.434454099,3983.762943,50.2,92.85091543,12.4,
2021,BZ,BZ21,3,7,3,307,Merit57,236,2.368,180,209,29,19.29133858,710.4183934,1283.704509,0.414780032,4210.132676,47.6,87.0694864,11.7,
2021,BZ,BZ21,3,8,3,308,2MS14_3306-013,192,1.621666667,180,209,29,21.8503937,595.6032995,1297.195283,0.453061902,4542.739114,49.8,98.16639299,12.5,
2021,BZ,BZ21,3,9,3,309,07N2-68,60,1.483333333,177,212,35,21.25984252,502.3160357,908.5461898,0.481794487,3016.711117,47.3,95.30297598,11.3,
2021,BZ,BZ21,3,10,3,310,Odyssey,237,1.491428571,183,211,28,23.22834646,617.1311296,1095.120717,0.496035646,4874.19964,49.5,98.33008628,11.5,
2021,BZ,BZ21,3,11,3,311,08AB-46,79,2,181,210,29,21.45669291,753.4740536,1367.806565,0.516237343,4598.441207,49.3,93.41626214,12,
2021,BZ,BZ21,3,12,3,312,2MS14_3317-018,213,2.016,180,216,36,22.44094488,559.7235827,1045.606708,0.433051953,4483.9332,51.1,92.31404959,10.7,
2021,BZ,BZ21,3,12,4,313,08WA-16,124,1.63,182,211,29,20.27559055,581.2514128,1088.662368,0.454155955,5080.5608,49.8,95.62857143,11.8,
2021,BZ,BZ21,3,11,4,314,06N2-53,14,1.938333333,175,209,34,25,,,,4031.543897,50.2,98.03306727,11.8,
2021,BZ,BZ21,3,10,4,315,Lavina,235,1.57,180,207,27,27.16535433,782.1778271,1253.350269,0.413947097,4530.256413,48,82.99607369,12.7,
2021,BZ,BZ21,3,9,4,316,08N2-47,100,1.843333333,176,209,33,24.60629921,653.0108464,1202.759868,0.407493586,3617.74679,48.7,97.61602034,10.7,
2021,BZ,BZ21,3,8,4,317,08MT-11,83,1.455,182,211,29,22.63779528,,,,3937.804843,51.8,97.14670256,12.7,
2021,BZ,BZ21,3,7,4,318,08N2-18,91,2.278333333,178,214,36,25.39370079,595.6032995,1352.01949,0.438405605,4596.325091,48.6,99.13903061,13.6,
2021,BZ,BZ21,3,6,4,319,2MS14_3317-016,212,1.656666667,179,214,35,22.83464567,,,,4356.020066,52.1,97.02398151,10.7,
2021,BZ,BZ21,3,5,4,320,08AB-14,72,1.61,181,214,33,23.62204724,818.0575439,1613.223828,0.418575686,4920.372574,48.4,88.70038412,11.8,
2021,BZ,BZ21,3,4,4,321,06N2-51,13,1.756666667,177,211,34,21.8503937,667.3627332,1274.519301,0.46337481,4059.953527,49.5,97.77841071,12.9,
2021,BZ,BZ21,3,3,4,322,08N2-21,93,1.665714286,177,212,35,23.62204724,624.307073,1316.857367,0.276824151,4754.490046,49.4,98.97785349,11.1,
2021,BZ,BZ21,3,2,4,323,08MT-36,86,2.052857143,183,214,31,22.44094488,531.0198092,1072.157699,0.331303126,4109.753004,48.6,89.84399873,13.1,
2021,BZ,BZ21,3,1,4,324,06AB-32,2,1.675,180,210,30,21.45669291,559.7235827,1064.981755,0.452125868,3901.985509,48.7,92.3838081,12.9,
2021,BZ,BZ21,4,13,3,401,06WA-38,21,1.578,181,210,29,21.65354331,638.6589597,956.6250103,0.334558548,3750.706583,49.8,93.25710935,13,
2021,BZ,BZ21,4,14,3,402,06N2-31,9,1.908333333,178,214,36,20.86614173,,,,4455.48575,50.2,98.61111111,10.8,
2021,BZ,BZ21,4,15,3,403,08N2-20,92,1.763333333,176,211,35,20.07874016,660.1867898,1286.000811,0.443055633,4094.560817,49,99.08620164,11,
2021,BZ,BZ21,4,16,3,404,08N2-93,118,2.081666667,176,210,34,22.04724409,516.6679225,1018.338123,0.375590163,4414.89513,49.2,99.37238494,11.8,
2021,BZ,BZ21,4,17,3,405,2MS14_3342-022,231,1.714,180,214,34,25.98425197,602.7792429,1206.491358,0.48712306,3970.431324,50.2,96.85832839,13.2,
2021,BZ,BZ21,4,18,3,406,Lavina,235,1.745,180,207,27,23.22834646,645.8349031,1051.778019,0.395715358,4119.23752,47.2,73.54819094,12.2,
2021,BZ,BZ21,4,19,3,407,09N2-38,158,1.868571429,177,214,37,23.22834646,617.1311296,1194.148736,0.45970795,4318.450898,50.2,98.74041621,11.4,
2021,BZ,BZ21,4,20,3,408,08MT-28,84,1.615,182,209,27,22.04724409,681.7146199,1158.986613,0.3875921,4418.999904,48.9,93.88489209,12.2,
2021,BZ,BZ21,4,21,3,409,08AB-09,70,1.838333333,180,211,31,21.8503937,825.2334873,1535.72364,0.456053455,4390.893087,49.7,85.61306223,11.2,
2021,BZ,BZ21,4,22,3,410,09N2-39,159,1.535,176,214,38,19.48818898,645.8349031,952.3194443,0.595282948,4179.487016,50.9,97.03264095,11.4,
2021,BZ,BZ21,4,23,3,411,Merit57,236,1.275,180,214,34,20.47244094,609.9551862,1194.148736,0.417042245,4458.472616,48.6,91.97207679,11.7,
2021,BZ,BZ21,4,24,3,412,Odyssey,237,1.126666667,182,214,32,20.66929134,617.1311296,1218.546943,0.489370473,4944.986917,48.6,97.04775687,11.4,
2021,BZ,BZ21,4,24,4,413,07AB-84,32,1.936666667,183,211,28,23.22834646,609.9551862,1333.00324,0.423126615,5497.370133,49.4,97.24176752,12.6,
2021,BZ,BZ21,4,23,4,414,09N2-91,178,1.241666667,181,215,34,23.81889764,566.899526,1070.004916,0.439943666,4164.167536,49.4,96.83313033,11.4,
2021,BZ,BZ21,4,22,4,415,07AB-51,25,1.451666667,180,214,34,21.06299213,416.2047153,1059.958595,0.435989439,5179.798707,51.1,,12,
2021,BZ,BZ21,4,21,4,416,06WA-39,22,1.815,182,217,35,22.83464567,538.1957526,1136.023595,0.431432001,3954.302605,49.7,97.31308411,13.1,
2021,BZ,BZ21,4,20,4,417,Hockett,234,1.926,180,209,29,24.01574803,516.6679225,1161.856991,0.432338954,5051.41951,51.8,96.11570248,11.3,
2021,BZ,BZ21,4,19,4,418,2MS14_3336-016,220,1.548333333,179,215,36,20.86614173,624.307073,1202.759868,0.559035857,4479.103124,52,98.15745394,12,
2021,BZ,BZ21,4,18,4,419,2MS14_3318-006,215,2.005,182,211,29,21.8503937,767.8259403,1415.167791,0.428477258,4253.578239,48.3,94.89117291,13,
2021,BZ,BZ21,4,17,4,420,2MS14_3342-013,229,2.015,179,212,33,23.03149606,,,,4449.518908,50.4,96.0649594,12.4,
2021,BZ,BZ21,4,16,4,421,06N2-26,8,2.827142857,176,213,37,25.59055118,380.3249985,955.907416,0.445912469,3815.264355,49.3,98.86064855,11.6,
2021,BZ,BZ21,4,15,4,422,08AB-07,68,1.876666667,183,217,34,22.44094488,538.1957526,1178.576939,0.349488553,4913.515972,48.7,96.83908046,12.3,
2021,BZ,BZ21,4,14,4,423,08AB-47,80,1.846666667,185,218,33,21.65354331,409.0287719,917.8749161,0.347900868,4564.695878,47.9,97.12832785,12.2,
2021,BZ,BZ21,4,13,4,424,06N2-64,17,1.365714286,186,211,25,16.53543307,566.899526,996.0926988,0.422159787,3636.522383,47.8,95.48969072,12.5,
2021,BZ,BZ21,5,1,5,501,06N2-54,15,2.455,175,211,36,22.44094488,688.8905633,1418.038169,0.463033247,3690.305261,48.4,98.83148831,11.2,
2021,BZ,BZ21,5,2,5,502,Lavina,235,1.398,179,207,28,25.59055118,609.9551862,1179.079255,0.246485302,4290.218349,46.3,79.45712523,12.6,
2021,BZ,BZ21,5,3,5,503,08WA-34,131,1.664,179,211,32,22.44094488,609.9551862,1394.357556,0.437959961,4699.623754,49.4,94.7021764,12.2,
2021,BZ,BZ21,5,4,5,504,09N2-51,161,1.548333333,181,212,31,22.63779528,495.1400924,1149.657887,0.420073653,5080.304517,49.4,95.17380063,12.6,
2021,BZ,BZ21,5,5,5,505,2MS14_3308-025,196,3.4725,177,207,30,23.42519685,617.1311296,1397.945527,0.444535701,4628.604383,50.7,92.22440945,11.9,
2021,BZ,BZ21,5,6,5,506,2MS14_3305-002,190,1.948333333,180,209,29,21.8503937,552.5476393,1184.820009,0.26588335,3442.621399,48.5,96.33821571,12.9,
2021,BZ,BZ21,5,7,5,507,09N2-58,162,2.504285714,177,209,32,24.80314961,588.4273561,1283.130434,0.434539455,4701.418252,47.2,98.80352645,12.6,
2021,BZ,BZ21,5,8,5,508,07N2-20,45,,,,,,409.0287719,1166.162557,0.281828811,,,,,
2021,BZ,BZ21,5,9,5,509,08N2-54,106,2.014444444,175,210,35,22.04724409,602.7792429,1073.592887,0.421094847,3437.103221,48.4,97.60207388,11.4,
2021,BZ,BZ21,5,10,5,510,09N2-16,152,1.983333333,179,215,36,26.37795276,588.4273561,1210.653406,0.476557406,3877.964073,51,97.61904762,12.2,
2021,BZ,BZ21,5,11,5,511,06N2-49,12,1.726666667,175,212,37,22.63779528,638.6589597,1204.912651,0.563992615,4339.603963,49.1,98.97172237,11.4,
2021,BZ,BZ21,5,12,5,512,08N2-77,113,2.28,177,214,37,23.62204724,588.4273561,1231.463641,0.492395548,4108.221833,49.6,98.62088376,11.2,
2021,BZ,BZ21,5,12,6,513,06WA-58,23,1.74,180,209,29,20.07874016,566.899526,1003.268642,0.272512696,4546.729543,49.4,84.7386983,12.5,
2021,BZ,BZ21,5,11,6,514,Hockett,234,2.0825,180,209,29,22.44094488,681.7146199,1405.839065,0.313409219,4998.522427,51,96.59921304,11.9,
2021,BZ,BZ21,5,10,6,515,2MS14_3316-020,209,2.018,180,211,31,19.29133858,624.307073,1130.28284,0.232366199,3914.520784,49.2,93.42065184,13.1,
2021,BZ,BZ21,5,9,6,516,Merit57,236,0.983333333,180,214,34,22.24409449,703.24245,1326.903688,0.362879239,4348.037672,48.5,93.31133773,12.4,
2021,BZ,BZ21,5,8,6,517,08WA-24,128,1.47,181,214,33,23.42519685,545.3716959,1222.852509,0.25996127,4683.558474,49.3,93.36585366,12.2,
2021,BZ,BZ21,5,7,6,518,08WA-46,132,1.658,181,209,28,22.63779528,545.3716959,1153.245859,0.463567917,4734.671181,47.2,93.62318841,12.5,
2021,BZ,BZ21,5,6,6,519,09N2-18,153,2.19,175,209,34,24.40944882,681.7146199,1144.634727,0.450128519,3932.698504,47,98.08335869,10.5,
2021,BZ,BZ21,5,5,6,520,Odyssey,237,1.457142857,182,213,31,22.83464567,,,,5312.505484,48.7,98.32785906,11.5,
2021,BZ,BZ21,5,4,6,521,08N2-82,116,1.948,176,214,38,21.8503937,717.5943367,1334.079631,0.400731537,3925.559608,49.7,98.97959184,12.7,
2021,BZ,BZ21,5,3,6,522,08N2-27,96,2.002,178,214,36,24.80314961,,,,4726.201882,49,98.82697947,11.7,
2021,BZ,BZ21,5,2,6,523,06N2-14,5,2.25,179,213,34,24.60629921,566.899526,1258.014632,0.40271519,4736.116,50.7,98.86234357,13.4,
2021,BZ,BZ21,5,1,6,524,07AB-59,28,1.786666667,186,215,29,23.81889764,617.1311296,1133.153217,0.394528529,4084.791689,49.4,93.94680526,12.8,
2021,BZ,BZ21,6,13,5,601,09MT-37,145,1.514444444,177,211,34,23.81889764,566.899526,1212.088594,0.456456101,4648.210817,50.2,97.62789368,9.6,
2021,BZ,BZ21,6,14,5,602,2MS14_3316-005,208,1.996666667,181,209,28,21.45669291,588.4273561,1094.403123,0.372434594,4643.341433,49.4,87.88081687,11.4,
2021,BZ,BZ21,6,15,5,603,Lavina,235,1.715,180,204,24,25,581.2514128,713.3605302,0.5975254,4688.191017,47,74.52420701,11.4,
2021,BZ,BZ21,6,16,5,604,08N2-51,103,1.711666667,175,210,35,20.66929134,523.8438658,978.8704348,0.341617183,3597.882502,47.5,97.11346099,11.3,
2021,BZ,BZ21,6,17,5,605,2MS14_3307-008,194,2.231666667,183,209,26,23.03149606,602.7792429,1280.260056,0.42262205,4380.382232,49,93.52887814,12.1,
2021,BZ,BZ21,6,18,5,606,09N2-93,179,1.823333333,174,209,35,24.21259843,581.2514128,1094.403123,0.264900662,4103.19868,49.1,98.18063678,11.5,
2021,BZ,BZ21,6,19,5,607,07N2-14,41,1.63,180,211,31,19.09448819,502.3160357,1136.023595,0.393531678,3685.660075,50.4,97.4738676,12.5,
2021,BZ,BZ21,6,20,5,608,09N2-68,171,2.128888889,177,209,32,24.80314961,480.7882056,1003.268642,0.356912953,3915.556367,48.5,98.91654466,12.2,
2021,BZ,BZ21,6,21,5,609,2MS14_3315-005,206,2.452,179,210,31,25.19685039,,,,4250.132101,49.4,93.79352104,12.3,
2021,BZ,BZ21,6,22,5,610,09AB-29,138,2.134285714,179,210,31,21.25984252,502.3160357,1017.620529,0.257386644,4730.608888,49.4,95.57926829,11.4,
2021,BZ,BZ21,6,23,5,611,08AB-13,71,1.606666667,181,215,34,22.24409449,609.9551862,1232.181236,0.375633335,4644.318211,48.7,87.53902924,10.5,
2021,BZ,BZ21,6,24,5,612,08N2-17,90,2.208571429,178,214,36,24.60629921,416.2047153,1016.902935,0.420577235,5036.208345,49.3,98.54990048,10.9,
2021,BZ,BZ21,6,24,6,613,2MS14_3309-029,197,1.726666667,181,213,32,22.63779528,667.3627332,1208.500623,0.412683332,4824.727203,50.4,93.98724567,12.8,
2021,BZ,BZ21,6,23,6,614,07N2-29,50,1.533333333,178,214,36,19.88188976,523.8438658,1003.268642,0.332594235,3290.883027,49.3,98.36114422,13.2,
2021,BZ,BZ21,6,22,6,615,Hockett,234,1.653333333,179,211,32,21.45669291,,,,4789.130038,50.4,94.75655431,11.9,
2021,BZ,BZ21,6,21,6,616,2MS14_3340-013,223,1.705,181,211,30,23.22834646,595.6032995,1288.871188,0.29731084,4238.866031,48.4,94.33512224,12.6,
2021,BZ,BZ21,6,20,6,617,Odyssey,237,1.258571429,181,212,31,21.45669291,782.1778271,1296.764726,0.365779426,4532.021273,49.4,95.7053385,12,
2021,BZ,BZ21,6,19,6,618,06N2-15,6,1.952,176,210,34,23.03149606,,,,4352.203567,50.1,98.67452135,11.7,
2021,BZ,BZ21,6,18,6,619,08MT-31,85,1.821428571,181,209,28,20.47244094,545.3716959,1090.815151,0.352608381,4739.955353,49.7,94.14073451,12.7,
2021,BZ,BZ21,6,17,6,620,09AB-87,142,1.4825,181,214,33,20.86614173,595.6032995,1036.995576,0.23804581,3427.825268,47.5,83.93234672,12.4,
2021,BZ,BZ21,6,16,6,621,Merit57,236,1.481666667,180,211,31,21.25984252,,,,4857.403344,47.8,88.95851984,11.7,
2021,BZ,BZ21,6,15,6,622,2MS14_3312-020,204,1.345,179,213,34,21.65354331,516.6679225,1179.796849,0.41299191,4627.465627,50.5,95.67995132,10.7,
2021,BZ,BZ21,6,14,6,623,2MS14_3342-010,228,2.011666667,178,212,34,22.04724409,667.3627332,1251.556283,0.29757468,4565.034146,50.6,93.12536106,12.8,
2021,BZ,BZ21,7,1,7,701,07N2-37,52,1.661666667,175,209,34,20.86614173,588.4273561,1049.19468,0.468504206,3664.427474,50,96.99557242,12.7,
2021,BZ,BZ21,7,2,7,702,2MS14_3340-004,222,1.99,180,212,32,24.21259843,581.2514128,861.1849635,0.553287226,4437.259482,49.3,97.01163888,12.1,
2021,BZ,BZ21,7,3,7,703,2MS14_3301-001,184,1.963333333,181,212,31,21.06299213,588.4273561,1223.570104,0.465075362,4114.920754,47.1,96.33991088,11.6,
2021,BZ,BZ21,7,4,7,704,07WA-17,63,1.67,179,208,29,19.88188976,660.1867898,1073.592887,0.456520286,4590.523364,49.3,95.57931234,12,
2021,BZ,BZ21,7,5,7,705,Lavina,235,1.305714286,179,205,26,26.57480315,760.649997,1226.440481,0.452869932,4393.924109,44.8,73.17445768,12.5,
2021,BZ,BZ21,7,6,7,706,2MS14_3324-018,216,1.52,179,209,30,22.24409449,710.4183934,1191.637156,0.417921233,3949.915766,49.3,91.25463535,12.2,
2021,BZ,BZ21,7,7,7,707,Hockett,234,1.594285714,180,209,29,24.21259843,688.8905633,1257.297037,0.426345528,4230.592602,51,96.9762419,11.5,
2021,BZ,BZ21,7,8,7,708,2MS14_3308-020,195,1.6,179,208,29,25.19685039,645.8349031,1057.088217,0.396442876,3846.901842,50,93.87635511,12.2,
2021,BZ,BZ21,7,9,7,709,08WA-53,134,1.89,178,209,31,20.86614173,660.1867898,979.5880291,0.462969746,4355.707111,51.2,94.95849985,11.3,
2021,BZ,BZ21,7,10,7,710,06N2-67,18,1.898333333,177,208,31,21.45669291,523.8438658,1006.13902,0.419370944,4101.558467,48.5,96.14932393,12.5,
2021,BZ,BZ21,7,11,7,711,Odyssey,237,1.598333333,182,212,30,23.03149606,609.9551862,823.870058,0.502569463,4157.138522,48.9,95.41844838,11.1,
2021,BZ,BZ21,7,12,7,712,09MT-34,144,1.923333333,177,212,35,25.59055118,617.1311296,1089.092925,0.44211636,4254.463896,50.5,98.57346648,10.1,
2021,BZ,BZ21,7,12,8,713,09N2-66,169,1.725714286,183,212,29,25.19685039,602.7792429,1447.459537,0.401566606,4341.845852,49,98.2295831,12.8,
2021,BZ,BZ21,7,11,8,714,08N2-22,94,1.642,177,211,34,21.45669291,810.8816005,1338.385197,0.469143746,4133.3376,49.5,98.62714509,11.5,
2021,BZ,BZ21,7,10,8,715,08N2-52,104,2.188,176,213,37,23.42519685,782.1778271,1441.001188,0.377969225,3012.766363,48.9,97.29294231,11.8,
2021,BZ,BZ21,7,9,8,716,08MT-03,82,1.086666667,182,211,29,21.06299213,767.8259403,1495.538357,0.421764791,4078.782678,49.5,98.23633157,12.9,
2021,BZ,BZ21,7,8,8,717,06N2-81,20,2.04,177,212,35,25.39370079,574.0754694,1224.574736,0.47113976,3771.148674,50.5,98.40682788,12,
2021,BZ,BZ21,7,7,8,718,07WA-45,64,1.768333333,180,209,29,23.22834646,753.4740536,1414.450197,0.431738623,4883.621296,49.8,99.80051297,12.5,
2021,BZ,BZ21,7,6,8,719,09WA-39,183,2,178,211,33,23.62204724,875.4650908,1585.237649,0.422343941,4130.646625,49.6,95.08293839,13.3,
2021,BZ,BZ21,7,5,8,720,07AB-85,33,1.79,182,211,29,19.68503937,681.7146199,1320.230061,0.289705403,4819.267128,49.5,96.16036138,12.7,
2021,BZ,BZ21,7,4,8,721,09N2-64,167,1.716666667,182,212,30,24.40944882,473.6122623,1187.690387,0.289408495,4083.016368,49.4,97.70700637,11.5,
2021,BZ,BZ21,7,3,8,722,2MS14_3302-026,188,2.106666667,181,214,33,23.22834646,731.9462235,1558.686659,0.402835965,4206.559544,50,99.03900509,11.5,
2021,BZ,BZ21,7,2,8,723,Merit57,236,1.112857143,182,214,32,23.81889764,523.8438658,1312.551801,0.40347712,3942.781848,48.4,92.30009872,12.5,
2021,BZ,BZ21,8,13,7,801,06N2-23,7,2.17,177,212,35,23.62204724,552.5476393,1167.741264,0.387758864,4490.384039,49.8,99.34930494,11.7,
